SCC,Short_Desc,SCC1,SCC2,SCC3,SCC4,Sector,Description
39990003,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Natural Gas: Process Heaters,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Natural Gas: Process Heaters
39990004,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Process Gas: Process Heaters,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Process Gas: Process Heaters
39990011,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Distillate Oil (No. 2): Incinerators,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Distillate Oil (No. 2): Incinerators
39990013,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Natural Gas: Incinerators,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Natural Gas: Incinerators
39990014,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Process Gas: Incinerators,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Process Gas: Incinerators
39990021,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Distillate Oil (No. 2): Flares,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Distillate Oil (No. 2): Flares
39990023,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Natural Gas: Flares,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Natural Gas: Flares
39990024,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Manufacturing Industries,Process Gas: Flares,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Process Gas: Flares
39999999,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Miscellaneous Manufacturing Industries,Miscellaneous Industrial Processes,Other Not Elsewhere Classified,Point Industrial,Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Industrial Processes;Other Not Elsewhere Classified
40100101,Solvent - Dry Cleaning,Chemical Evaporation,Organic Solvent Evaporation,Dry Cleaning,Perchloroethylene,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Dry Cleaning;Perchloroethylene
40100102,Solvent - Dry Cleaning,Chemical Evaporation,Organic Solvent Evaporation,Dry Cleaning,Stoddard (Petroleum Solvent) (Use 4-10-001-01 or 4-10-002-01),Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Dry Cleaning;Stoddard (Petroleum Solvent) (Use 4-10-001-01 or 4-10-002-01)
40100104,Solvent - Dry Cleaning,Chemical Evaporation,Organic Solvent Evaporation,Dry Cleaning,Stoddard (Petroleum Solvent) (Use 4-10-001-02 or 4-10-002-02),Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Dry Cleaning;Stoddard (Petroleum Solvent) (Use 4-10-001-02 or 4-10-002-02)
40100198,Solvent - Dry Cleaning,Chemical Evaporation,Organic Solvent Evaporation,Dry Cleaning,Other Not Classified,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Dry Cleaning;Other Not Classified
40100201,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Stoddard (Petroleum Solvent): Open-top Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Stoddard (Petroleum Solvent): Open-top Vapor Degreasing
40100203,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Perchloroethylene: Open-top Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Perchloroethylene: Open-top Vapor Degreasing
40100204,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Methylene Chloride: Open-top Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Methylene Chloride: Open-top Vapor Degreasing
40100205,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Trichloroethylene: Open-top Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Trichloroethylene: Open-top Vapor Degreasing
40100206,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Toluene: Open-top Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Toluene: Open-top Vapor Degreasing
40100215,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Entire Unit: Open-top Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Entire Unit: Open-top Vapor Degreasing
40100221,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Stoddard (Petroleum Solvent): Conveyorized Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Stoddard (Petroleum Solvent): Conveyorized Vapor Degreasing
40100222,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,"1,1,1-Trichloroethane (Methyl Chloroform):Conveyorized Vapor Degreaser",Point Solvents,"Chemical Evaporation;Organic Solvent Evaporation;Degreasing;1,1,1-Trichloroethane (Methyl Chloroform):Conveyorized Vapor Degreaser"
40100223,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Perchloroethylene: Conveyorized Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Perchloroethylene: Conveyorized Vapor Degreasing
40100224,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Methylene Chloride: Conveyorized Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Methylene Chloride: Conveyorized Vapor Degreasing
40100225,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Trichloroethylene: Conveyorized Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Trichloroethylene: Conveyorized Vapor Degreasing
40100235,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Entire Unit: with Vaporized Solvent: Conveyorized Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Entire Unit: with Vaporized Solvent: Conveyorized Vapor Degreasing
40100251,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Stoddard (Petroleum Solvent): General Degreasing Units,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Stoddard (Petroleum Solvent): General Degreasing Units
40100255,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Trichloroethylene: General Degreasing Units,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Trichloroethylene: General Degreasing Units
40100256,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Toluene: General Degreasing Units,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Toluene: General Degreasing Units
40100296,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: General Degreasing Units,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Other Not Classified: General Degreasing Units
40100298,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: Conveyorized Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Other Not Classified: Conveyorized Vapor Degreasing
40100299,Solvent - Degreasing,Chemical Evaporation,Organic Solvent Evaporation,Degreasing,Other Not Classified: Open-top Vapor Degreasing,Point Solvents,Chemical Evaporation;Organic Solvent Evaporation;Degreasing;Other Not Classified: Open-top Vapor Degreasing
